,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date
10906,Yarraville,7/13 Stephen St,2,u,501344.0,SP,Sweeney,13/08/2016
10907,Yarraville,2/255 Wlliamstown Rd,2,u,550000.0,SP,Hunter,13/08/2016
10911,Yarraville,9 Stanger St,3,h,796000.0,S,Greg,14/05/2016
10912,Yarraville,203/109 Anderson St,2,u,666300.0,SP,Jas,15/10/2016
10913,Yarraville,27 Buninyong St,3,h,1217500.0,PI,Greg,15/10/2016
10915,Yarraville,1a Kingston St,2,h,610000.0,SP,Jas,15/10/2016
10916,Yarraville,64 Bishop St,3,h,1055000.0,S,hockingstuart,16/04/2016
10917,Yarraville,4/16 Dean St,3,t,620000.0,VB,iOne,16/04/2016
10918,Yarraville,117 Francis St,4,h,660000.0,PI,Sweeney,16/04/2016
10919,Yarraville,342 Francis St,3,h,681000.0,S,Sweeney,16/04/2016
10920,Yarraville,5/69 Hamilton St,1,u,345000.0,S,hockingstuart/Village,16/04/2016
10921,Yarraville,3/1 Jepson St,2,t,705000.0,SP,Sweeney,16/04/2016
10922,Yarraville,25 Norfolk St,3,h,950000.0,SP,Village,16/04/2016
10923,Yarraville,9 Pearce St,3,h,955000.0,S,Jellis,16/04/2016
10924,Yarraville,11 Sanderson St,2,h,822000.0,S,Sweeney,16/04/2016
10926,Yarraville,71 Bena St,2,h,760000.0,S,Jas,16/07/2016
10927,Yarraville,29 Frederick St,4,h,1200000.0,S,Village,16/07/2016
10929,Yarraville,59 Gent St,3,h,1005000.0,S,Sweeney,16/07/2016
10930,Yarraville,282 Hyde St,3,h,600000.0,VB,hockingstuart,16/07/2016
10931,Yarraville,103/58 Ballarat St,1,u,381000.0,S,Sweeney,17/09/2016
10932,Yarraville,17 Banool Av,3,h,876000.0,S,Sweeney,17/09/2016
10933,Yarraville,136 Hyde St,4,h,1150000.0,S,hockingstuart,17/09/2016
10935,Yarraville,14 Lennox St,3,h,1020000.0,PI,Jas,18/03/2017
10936,Yarraville,55 Ofarrell St,3,h,1250000.0,VB,Village,18/03/2017
10939,Yarraville,7 Stewart St,4,h,1340000.0,VB,Village,18/03/2017
10941,Yarraville,52 Severn St,3,h,865000.0,SP,Jas,18/06/2016
10942,Yarraville,347 Williamstown Rd,3,h,781500.0,S,Jas,18/06/2016
10943,Yarraville,15 Ofarrell St,4,h,1401000.0,S,Village,19/11/2016
10944,Yarraville,2/382 Williamstown Rd,2,h,630000.0,S,Jas,19/11/2016
10946,Yarraville,129 Roberts St,5,h,1137500.0,S,hockingstuart,22/05/2016
10948,Yarraville,198 Francis St,4,h,925000.0,S,hockingstuart,22/08/2016
10949,Yarraville,3/5 Jepson St,2,u,676000.0,SP,hockingstuart,22/08/2016
10950,Yarraville,18 Frederick St,3,h,745000.0,S,hockingstuart,23/04/2016
10951,Yarraville,2 Hood St,4,h,1158000.0,S,Jas,23/04/2016
10952,Yarraville,51 Sussex St,3,h,867000.0,S,RT,23/04/2016
10953,Yarraville,9/11 Berry St,3,h,955000.0,S,Village,24/09/2016
10954,Yarraville,3 Freame St,3,h,1081000.0,SP,Village,24/09/2016
10955,Yarraville,443 Geelong Rd,3,h,725000.0,S,Sweeney,24/09/2016
10956,Yarraville,43 Ballarat St,2,h,767000.0,S,Jas,25/02/2017
10958,Yarraville,42 Eirene St,2,h,951000.0,S,Sweeney,25/02/2017
10959,Yarraville,14 Finlay St,4,h,1028000.0,S,Village,25/02/2017
10960,Yarraville,112 Francis St,2,h,740000.0,S,Village,25/02/2017
10961,Yarraville,20 Grace St,3,h,1450000.0,S,Village,25/02/2017
10962,Yarraville,23 Lennox St,3,h,1430000.0,SP,Village,25/02/2017
10963,Yarraville,38 Simpson St,3,h,1275000.0,SP,Village,25/02/2017
10964,Yarraville,122 Blackwood St,4,h,1606000.0,SP,Jas,26/07/2016
10965,Yarraville,75 Ballard St,4,h,970000.0,PI,Village,27/06/2016
10966,Yarraville,7 Banool Av,3,h,865000.0,S,Village,27/06/2016
10967,Yarraville,38 Benbow St,2,h,780000.0,S,Hunter,27/06/2016
10969,Yarraville,76 Kidman St,3,h,670000.0,PI,Biggin,27/06/2016
10970,Yarraville,46 Wilson St,3,h,908000.0,S,hockingstuart,27/06/2016
10971,Yarraville,23 Castlemaine St,3,h,1380000.0,S,Village,27/11/2016
10972,Yarraville,5 Highgate St,3,h,966000.0,S,JMRE,27/11/2016
10974,Yarraville,3/64 Powell St,2,u,480500.0,SP,Jas,27/11/2016
10975,Yarraville,4 Regent St,4,h,1520000.0,VB,Jas,27/11/2016
10976,Yarraville,18 Tenterden St,3,h,845000.0,S,Jas,27/11/2016
10977,Yarraville,10 Tuppen St,5,h,1287000.0,S,hockingstuart,27/11/2016
10979,Yarraville,4 Bena St,3,h,980000.0,S,Jas,28/05/2016
10980,Yarraville,16/11 Berry St,3,t,800000.0,VB,Jas,28/05/2016
10982,Yarraville,30 Simpson St,3,h,1460000.0,SP,Village,28/05/2016
10985,Yarraville,7 Hughes St,3,h,840000.0,S,Village,28/08/2016
10986,Yarraville,46 Kingston St,3,h,900500.0,S,Village,28/08/2016
10987,Yarraville,14 Pearce St,2,h,850000.0,S,Chisholm,28/08/2016
10988,Yarraville,6/37 Stephen St,3,h,940000.0,S,Village,28/08/2016
10990,Aberfeldie,2/2 St Kinnord St,1,u,380000.0,S,Nelson,3/12/2016
10991,Aberfeldie,40 Clifton St,4,h,1646000.0,S,Rendina,4/03/2017
10993,Aberfeldie,6/8 Arthur St,2,u,442000.0,S,Nelson,7/05/2016
10994,Aberfeldie,8/257 Buckley St,2,u,470000.0,S,Brad,7/05/2016
10995,Aberfeldie,26a Fawkner St,3,h,760000.0,SP,McDonald,7/11/2016
10996,Aberfeldie,21 May St,4,h,1346000.0,S,Nelson,8/10/2016
10997,Aberfeldie,25 Valencia St,2,h,1300000.0,S,Rendina,8/10/2016
10998,Aberfeldie,2/30 Caroline St,3,t,935000.0,SP,Nelson,10/09/2016
10999,Aberfeldie,11a Muldowney St,3,h,1175000.0,PI,Barry,10/09/2016
11000,Aberfeldie,1a Arthur St,3,u,845000.0,S,Nelson,10/12/2016
11001,Aberfeldie,126 The Boulevard,4,h,3900000.0,S,Nelson,10/12/2016
11002,Aberfeldie,3/64 Brunel St,3,u,1160000.0,S,Nelson,11/02/2017
11003,Aberfeldie,2 May St,4,h,1150000.0,PI,Nelson,11/02/2017
11004,Aberfeldie,5 Aroona Ct,1,h,1720000.0,PI,Nelson,15/10/2016
11005,Aberfeldie,25 Beaver St,2,h,1705000.0,S,Nelson,15/10/2016
11006,Aberfeldie,4 Brunel Ct,3,h,1190000.0,S,Barry,17/09/2016
11007,Aberfeldie,2/7 Fawkner St,2,u,380000.0,VB,Brad,18/03/2017
11008,Aberfeldie,58 Waverley St,2,h,840000.0,VB,Brad,18/03/2017
11009,Aberfeldie,29 Beaver St,5,h,1740000.0,S,Nelson,18/06/2016
11010,Aberfeldie,40 Allan St,3,h,1860000.0,S,Rendina,19/11/2016
11011,Aberfeldie,14 Knight St,3,h,1195000.0,S,Nelson,19/11/2016
11012,Aberfeldie,2 May St,4,h,1200000.0,VB,Nelson,19/11/2016
11015,Aberfeldie,1 Chisholm St,3,u,726000.0,S,Barry,24/09/2016
11016,Aberfeldie,99 Fawkner St,4,h,1325000.0,PI,Weda,25/02/2017
11017,Aberfeldie,11 Muldowney St,3,t,1300000.0,SP,Barry,25/02/2017
11019,Aberfeldie,5/319 Buckley St,2,u,373000.0,S,Barry,27/11/2016
11020,Aberfeldie,1/7 Derry St,2,h,670000.0,SP,Frank,27/11/2016
11021,Aberfeldie,13 Batman St,5,h,2400000.0,S,Barry,28/05/2016
11022,Aberfeldie,47 Clifton St,4,h,1350000.0,S,Nelson,28/05/2016
11025,Bellfield,20 Davidson St,3,h,773000.0,S,Nelson,6/08/2016
11026,Bellfield,6 Carlyle Cr,2,h,890000.0,S,Barry,8/10/2016
11027,Bellfield,40 Plunkett St,3,h,885000.0,S,Nelson,12/11/2016
11028,Bellfield,8 Erica Ct,3,h,770000.0,S,Haughton,16/04/2016
11030,Bellfield,58 Perkins Av,3,h,676000.0,S,Collins,18/03/2017
11031,Bellfield,353 Waterdale Rd,2,h,855000.0,S,Barry,18/03/2017
11032,Bellfield,1 Wilkinson Cr,3,h,785000.0,S,Miles,19/11/2016
11033,Bellfield,305 Bell St,3,h,645000.0,SP,Nelson,22/05/2016
11034,Bellfield,12 Garrett Cr,2,h,780000.0,S,Miles,24/09/2016
11035,Bellfield,2/2 Harrison St,3,h,720000.0,SP,McGrath,25/02/2017
11036,Bellfield,129 Liberty Pde,3,h,625000.0,PI,Nelson,28/05/2016
11037,Bellfield,371 Waterdale Rd,3,u,828000.0,S,Barry,30/07/2016
11038,Bellfield,373 Waterdale Rd,3,u,676000.0,S,Barry,30/07/2016
11039,Brunswick East,10 Harrison St,3,h,1310000.0,S,Nelson,3/12/2016
11040,Brunswick East,1 Nunan St,4,h,856000.0,S,Harrington,3/12/2016
11042,Brunswick East,114/22 Barkly St,1,u,410000.0,S,Jellis,4/03/2017
11043,Brunswick East,2/175 Blyth St,2,h,580000.0,S,Nelson,4/03/2017
11044,Brunswick East,1610/182 Edward St,2,u,675000.0,S,Nelson,4/03/2017
11046,Brunswick East,87 Hickford St,3,h,1350000.0,SP,Jellis,4/03/2017
11047,Brunswick East,6 Kingfisher Gdns,3,t,940000.0,S,Nelson,4/03/2017
11048,Brunswick East,256 Stewart St,3,h,930000.0,PI,Nelson,4/03/2017
11049,Brunswick East,215 Weston St,3,h,1495000.0,S,Nelson,4/03/2017
11051,Brunswick East,55 King St,4,h,1550000.0,S,Woodards,4/06/2016
11052,Brunswick East,94 Barkly St,4,h,1815000.0,S,Nelson,6/08/2016
11053,Brunswick East,12 Bladen Av,2,h,905500.0,SP,Woodards,7/05/2016
11054,Brunswick East,9 John St,4,h,1625000.0,S,Nelson,7/05/2016
11055,Brunswick East,21 Roberts St,3,t,899000.0,SP,Jellis,7/05/2016
11057,Brunswick East,3 Lomandra Wky,2,t,665000.0,SP,Jellis,7/11/2016
11059,Brunswick East,201/218 Lygon St,2,u,435000.0,S,Jellis,8/10/2016
11060,Brunswick East,8/389 Lygon St,2,u,570000.0,PI,Jellis,8/10/2016
11061,Brunswick East,98 Barkly St,4,h,1900000.0,S,Jellis,10/09/2016
11062,Brunswick East,178 Weston St,2,h,1080000.0,S,Greg,10/09/2016
11063,Brunswick East,123 Barkly St,4,h,1280000.0,S,Nelson,10/12/2016
11064,Brunswick East,4/37 Brunswick Rd,2,u,656000.0,S,Collins,10/12/2016
11065,Brunswick East,308/69 Lygon St,2,u,570000.0,PI,Nelson,11/02/2017
11066,Brunswick East,18 Lowan St,4,h,1290000.0,S,Jellis,11/03/2017
11069,Brunswick East,202b Edward St,3,h,1170000.0,S,Nelson,15/10/2016
11070,Brunswick East,221/408 Lygon St,1,u,370000.0,VB,Nelson,15/10/2016
11071,Brunswick East,2/146 Blyth St,2,u,510000.0,S,Nelson,16/04/2016
11072,Brunswick East,89a Hickford St,3,h,1574000.0,S,Woodards,16/04/2016
11073,Brunswick East,3/37 Brunswick Rd,2,u,665000.0,S,Collins,16/07/2016
11074,Brunswick East,6212/172 Edward St,2,u,590000.0,VB,LITTLE,17/09/2016
11075,Brunswick East,10 Jarvie St,2,h,1024000.0,S,Nelson,17/09/2016
11076,Brunswick East,1/164 Nicholson St,2,h,800000.0,VB,Nelson,17/09/2016
11077,Brunswick East,189 Glenlyon Rd,3,h,1125000.0,S,Collins,18/03/2017
11078,Brunswick East,8/374 Lygon St,2,u,430000.0,SP,Ray,18/03/2017
11079,Brunswick East,12 Lyndhurst Cr,4,h,1900000.0,S,Nelson,18/03/2017
11081,Brunswick East,7/72 Victoria St,2,u,390000.0,PI,Peter,18/03/2017
11082,Brunswick East,2 Barkly St,3,t,800000.0,VB,Nelson,18/06/2016
11083,Brunswick East,41 Barkly St,3,h,1679000.0,S,Nelson,19/11/2016
11084,Brunswick East,2/33 Linden St,3,t,1050000.0,PI,Jellis,19/11/2016
11085,Brunswick East,7/55 Victoria St,2,u,461000.0,SP,Nelson,19/11/2016
11086,Brunswick East,15 Ethel St,2,h,957000.0,S,Nelson,22/05/2016
11087,Brunswick East,160 Glenlyon Rd,3,h,825000.0,PI,Nelson,22/05/2016
11088,Brunswick East,6/374 Lygon St,2,u,621000.0,S,hockingstuart,22/05/2016
11089,Brunswick East,3/164 Nicholson St,3,h,940000.0,SP,Nelson,22/08/2016
11090,Brunswick East,14 Hutchinson St,3,h,998000.0,S,Nelson,23/04/2016
11091,Brunswick East,1/10 Linden St,3,t,1010000.0,S,Nelson,23/04/2016
11092,Brunswick East,6a Deakin St,2,t,985000.0,S,Jellis,24/09/2016
11093,Brunswick East,5 John St,3,h,910000.0,S,Jellis,24/09/2016
11095,Brunswick East,5/146 Mitchell St,1,u,330000.0,VB,Nelson,25/02/2017
11096,Brunswick East,156 Glenlyon Rd,3,h,1050000.0,S,Nelson,27/06/2016
11097,Brunswick East,21/191 Lygon St,2,u,440000.0,PI,Walshe,27/06/2016
11098,Brunswick East,310/330 Lygon St,2,u,445000.0,S,Jellis,27/06/2016
11099,Brunswick East,54 Victoria St,2,h,970000.0,S,Nelson,27/06/2016
11101,Brunswick East,192 Blyth St,3,h,1600000.0,S,Jellis,27/11/2016
11102,Brunswick East,120 Victoria St,3,h,1325000.0,PI,Jellis,27/11/2016
11104,Brunswick East,106/360 Lygon St,2,u,480000.0,PI,Jellis,28/05/2016
11105,Brunswick East,18/408 Lygon St,2,u,400000.0,SP,Jellis,28/05/2016
11107,Brunswick East,28/29 Nunan St,3,u,570000.0,S,hockingstuart,28/05/2016
11108,Brunswick East,3/14 Oconnor St,2,t,771000.0,SP,Nelson,28/05/2016
11111,Brunswick East,13/55 Victoria St,1,u,290000.0,VB,Nelson,28/08/2016
11112,Brunswick East,22 Lord St,3,h,1335000.0,S,Jellis,30/07/2016
11113,Brunswick East,7/162 Lygon St,2,u,420000.0,PI,Jellis,30/07/2016
11114,Brunswick East,3/10 Rathdowne St,3,t,805000.0,S,Woodards,30/07/2016
11115,Brunswick East,217 Stewart St,3,t,892000.0,S,hockingstuart,30/07/2016
11116,Burnley,60 Gibdon St,2,h,1005000.0,SP,Biggin,3/12/2016
11117,Burnley,12 Loyola Gr,2,h,1231010.0,SP,Jellis,10/12/2016
11118,Burnley,92 Madden Gr,2,h,881000.0,SP,Jellis,16/04/2016
11119,Burnley,148 Stawell St,2,h,1202500.0,S,Jellis,24/09/2016
11120,Burnley,154 Stawell St,3,h,1435000.0,S,Jellis,25/02/2017
11121,Campbellfield,11 Bailey Ct,3,h,368000.0,SP,Iconek,3/12/2016
11122,Campbellfield,39 Cambridge Wy,3,h,415000.0,S,hockingstuart,3/12/2016
11123,Campbellfield,7 Keown Ct,3,h,455000.0,S,YPA,3/12/2016
11124,Campbellfield,54 Blackwood Cr,3,h,520000.0,S,Raine,8/10/2016
11126,Campbellfield,36 Augusta Av,3,h,500000.0,S,Barry,17/09/2016
11127,Campbellfield,62 Sycamore Cr,3,h,435000.0,S,Raine,19/11/2016
11129,Carlton,46/121 Rathdowne St,3,u,735000.0,SP,Woodards,3/12/2016
11130,Carlton,22 Faraday St,2,h,1460000.0,S,Nelson,4/03/2017
11131,Carlton,8/31 Bouverie St,3,u,860000.0,PI,Woodards,4/06/2016
11132,Carlton,40 Carlton St,3,h,1662000.0,S,Nelson,7/05/2016
11133,Carlton,254 Faraday St,3,h,1590000.0,SP,Woodards,7/05/2016
11134,Carlton,111/101 Grattan St,2,u,610250.0,S,Nelson,7/05/2016
11135,Carlton,83 Princes St,2,h,720000.0,PI,hockingstuart,7/05/2016
11136,Carlton,83 Cardigan St,2,h,840000.0,SP,Jellis,8/10/2016
11138,Carlton,704/668 Swanston St,2,u,795000.0,S,Nelson,10/12/2016
11139,Carlton,8/220 Elgin St,2,u,705000.0,S,Harrington,12/11/2016
11140,Carlton,268 Faraday St,1,u,435000.0,S,Woodards,13/08/2016
11141,Carlton,14/357 Rathdowne St,2,u,660000.0,S,Nelson,13/08/2016
11142,Carlton,9/21 University St,2,t,872000.0,S,Jellis,13/08/2016
11143,Carlton,176 Cardigan St,4,h,1630100.0,S,Ascend,14/05/2016
11144,Carlton,102/479 Cardigan St,2,u,480000.0,VB,Jellis,14/05/2016
11145,Carlton,136 Faraday St,4,h,1600000.0,PI,hockingstuart,14/05/2016
11146,Carlton,403/20 Reeves St,2,u,500000.0,S,Harrington,14/05/2016
11147,Carlton,18 Pitt St,3,h,920000.0,SP,Woodards,15/10/2016
11149,Carlton,99 Neill St,3,h,1600000.0,SP,Nelson,17/09/2016
11150,Carlton,100 Faraday St,2,h,1010000.0,S,Jellis,18/03/2017
11151,Carlton,14/52 Leicester St,3,u,875000.0,S,Jellis,18/03/2017
11153,Carlton,34 Barkly St,2,h,1170000.0,S,Nelson,18/06/2016
11154,Carlton,436 Lygon St,4,h,1260000.0,PI,Nelson,18/06/2016
11155,Carlton,205/37 Palmerston St,2,u,600000.0,PI,Woodards,22/05/2016
11156,Carlton,309/20 Reeves St,1,u,310000.0,PI,hockingstuart,22/05/2016
11157,Carlton,99 Neill St,3,h,1550000.0,VB,Nelson,22/08/2016
11158,Carlton,32 Dorrit St,4,h,2033000.0,S,Nelson,23/04/2016
11160,Carlton,2/105 Neill St,3,u,1110000.0,S,Nelson,24/09/2016
11161,Carlton,21 Grattan St,4,h,2705000.0,S,Jellis,25/02/2017
11162,Carlton,130 Rathdowne St,4,h,1616000.0,S,Woodards,25/02/2017
11163,Carlton,13/25 Barkly St,2,u,585000.0,S,Walshe,27/11/2016
11164,Carlton,73 Palmerston St,4,h,1162000.0,S,Woodards,27/11/2016
11166,Carlton,30/188 Faraday St,2,u,589000.0,S,Nelson,28/05/2016
11167,Carlton,425 Cardigan St,4,h,2345000.0,S,Woodards,28/08/2016
11168,Carlton,27 Faraday St,2,h,1117000.0,S,Woodards,28/08/2016
11169,Carlton,11/538 Swanston St,2,u,400000.0,VB,Dingle,28/08/2016
11170,Carlton,12/209 Cardigan St,2,u,600000.0,VB,Nelson,30/07/2016
11171,Carlton,24 Pitt St,2,h,957000.0,S,Woodards,30/07/2016
11172,East Melbourne,110 Vale St,2,h,4525000.0,S,Caine,3/12/2016
11173,East Melbourne,124 Powlett St,3,h,3520000.0,S,Jellis,4/06/2016
11174,East Melbourne,37/22 Agnes St,2,u,740000.0,SP,Woodards,8/10/2016
11175,East Melbourne,6/45 Gipps St,1,u,1015000.0,S,Caine,8/10/2016
11176,East Melbourne,706/30 St Andrews Pl,2,u,1400000.0,S,Caine,8/10/2016
11181,East Melbourne,510 Victoria Pde,3,h,1450000.0,SP,Nelson,13/08/2016
11182,East Melbourne,203/140 Gipps St,2,u,1935000.0,SP,Nelson,16/07/2016
11183,East Melbourne,496 Victoria Pde,4,h,1475000.0,S,Frank,18/06/2016
11185,East Melbourne,20/1 Wellington Cr,1,u,615000.0,SP,Caine,22/05/2016
11186,East Melbourne,1/187 George St,2,u,700000.0,PI,Harcourts,22/08/2016
11187,East Melbourne,58/1 Wellington Cr,3,u,1155000.0,SA,Harcourts,22/08/2016
11188,East Melbourne,6/108 George St,1,u,565000.0,SP,Caine,24/09/2016
11189,East Melbourne,2/35 Powlett St,2,u,900000.0,SP,Caine,25/02/2017
11190,East Melbourne,11/201 Wellington Pde S,1,u,630000.0,SP,Caine,25/02/2017
11192,East Melbourne,7/45 Gipps St,1,u,750000.0,SP,Caine,28/05/2016
11193,East Melbourne,9/35 Powlett St,2,u,872000.0,S,Dingle,28/05/2016
11194,East Melbourne,38/22 Agnes St,2,u,765000.0,SP,Woodards,28/08/2016
11195,East Melbourne,5/173 George St,1,u,425000.0,S,Biggin,28/08/2016
11196,East Melbourne,7/6 Wellington Cr,3,h,1560000.0,S,Caine,28/08/2016
11197,Essendon West,14 Clydebank Rd,3,h,810000.0,PI,Nelson,3/12/2016
11198,Essendon West,17 Hoffmans Rd,4,h,1422000.0,S,Nelson,4/06/2016
11200,Essendon West,10 Beryl St,3,h,1245000.0,S,Brad,7/05/2016
11201,Essendon West,24a Emerald St,4,t,1120000.0,SP,Nelson,7/05/2016
11202,Essendon West,12 Prospect St,2,h,1430000.0,S,Barry,8/10/2016
11204,Essendon West,22 Emerald St,4,h,1345000.0,S,Nelson,10/12/2016
11206,Essendon West,1/410 Buckley St,3,t,800000.0,VB,Barry,12/06/2016
11208,Essendon West,461 Buckley St,3,h,787500.0,S,Nelson,12/11/2016
11209,Essendon West,479a Buckley St,3,h,685000.0,S,Nelson,15/10/2016
11210,Essendon West,4/63 Hampton Rd,4,t,652500.0,S,Harcourts,15/10/2016
11211,Essendon West,25 Garnet St,5,h,1300000.0,S,Nelson,16/07/2016
11212,Essendon West,51 Clydebank Rd,3,h,925000.0,S,Brad,17/09/2016
11213,Essendon West,4/426 Buckley St,3,t,730000.0,VB,Nelson,18/06/2016
11214,Essendon West,2/44 Emerald St,2,u,520000.0,VB,Nelson,18/06/2016
11215,Essendon West,6 Sapphire St,7,h,1300000.0,PI,Nelson,19/11/2016
11217,Essendon West,27 Ruby St,3,h,810000.0,SP,Paul,22/08/2016
11218,Essendon West,2/25 Emerald St,2,t,638500.0,S,Frank,23/04/2016
11220,Essendon West,2/45 Hoffmans Rd,3,t,970000.0,PI,Barry,24/09/2016
11222,Essendon West,50 Ruby St,3,h,1110000.0,S,Barry,28/05/2016
11223,Essendon West,53 Clydebank Rd,3,h,1115000.0,S,Barry,30/07/2016
11224,Essendon West,57 Hampton Rd,3,h,820000.0,VB,Nelson,30/07/2016
11225,Fawkner,3 Lovely St,3,h,670000.0,S,YPA,3/12/2016
11227,Fawkner,220 McBryde St,3,h,645000.0,SP,YPA,4/02/2016
11228,Fawkner,73 Argyle St,3,h,687000.0,S,YPA,4/03/2017
11229,Fawkner,1/71 Lynch Rd,2,u,333000.0,SP,hockingstuart,4/03/2017
11230,Fawkner,2A Piper St,3,t,455000.0,S,Brad,4/03/2017
11232,Fawkner,1b McDougall St,2,h,378000.0,S,Re,4/06/2016
11234,Fawkner,4 Lord St,3,h,585000.0,S,hockingstuart,6/08/2016
11235,Fawkner,7 Alec Cr,3,h,585000.0,S,Ray,7/05/2016
11236,Fawkner,20 Penn Ct,3,h,662000.0,SP,Alexkarbon,7/05/2016
11237,Fawkner,46 Percy St,3,h,615000.0,S,Ray,7/05/2016
11238,Fawkner,1/14 Preston St,3,t,500000.0,VB,Stockdale,7/05/2016
11239,Fawkner,45 Denys St,3,h,650000.0,SP,Brad,7/11/2016
11240,Fawkner,17 James St,3,h,665000.0,S,hockingstuart,7/11/2016
11241,Fawkner,84 Lynch Rd,3,h,640000.0,SP,hockingstuart,7/11/2016
11242,Fawkner,73 Major Rd,3,h,526000.0,S,Harcourts,7/11/2016
11243,Fawkner,13 Mutton Rd,3,h,540000.0,S,Crane,7/11/2016
11244,Fawkner,45 Bruce St,4,h,540000.0,VB,Brad,8/10/2016
11247,Fawkner,3 Brian St,3,h,625000.0,S,Brad,10/12/2016
11248,Fawkner,101 Denys St,3,h,681000.0,S,hockingstuart,10/12/2016
11249,Fawkner,159 Jukes Rd,3,h,690000.0,PI,hockingstuart,10/12/2016
11251,Fawkner,151 McBryde St,3,h,640000.0,SP,Brad,10/12/2016
11252,Fawkner,87 McBryde St,3,h,660000.0,S,Stockdale,10/12/2016
11253,Fawkner,53 Queens Pde,3,h,783000.0,S,hockingstuart,10/12/2016
11255,Fawkner,18 Pitt St,4,h,635000.0,S,Brad,11/03/2017
11257,Fawkner,4/14 Preston St,3,t,550000.0,VB,hockingstuart,12/11/2016
11258,Fawkner,2/26 Shirley St,3,t,553500.0,S,Ray,12/11/2016
11259,Fawkner,15a Disney St,2,u,460000.0,S,Brad,13/08/2016
11260,Fawkner,13 McDougall St,2,h,619000.0,S,Ray,13/08/2016
11262,Fawkner,1/12 Brooks St,3,t,460000.0,SP,Eview,15/10/2016
11264,Fawkner,1 Imaroo St,4,h,570500.0,S,Ray,15/10/2016
11266,Fawkner,2/79 Queens Pde,1,u,288000.0,S,Brad,15/10/2016
11267,Fawkner,62 Dowding Cl,4,h,615000.0,S,Stockdale,16/04/2016
11270,Fawkner,39 Lynch Rd,3,h,751000.0,S,Stockdale,17/09/2016
11271,Fawkner,250 McBryde St,3,h,609000.0,S,Ray,17/09/2016
11272,Fawkner,3 Penn Ct,3,h,605000.0,S,Brad,17/09/2016
11273,Fawkner,37 Pitt St,3,h,691500.0,S,hockingstuart,17/09/2016
11274,Fawkner,106 Jukes Rd,3,h,850000.0,SP,Leased,18/03/2017
11275,Fawkner,26 Ledger Av,3,h,760500.0,S,Brad,18/03/2017
11276,Fawkner,6 Lock St,4,h,752500.0,SP,hockingstuart,18/03/2017
11277,Fawkner,3 Syndal St,3,h,650000.0,SP,Brad,18/03/2017
11278,Fawkner,16 Janice Ct,3,h,538000.0,S,Nelson,18/06/2016
11279,Fawkner,21 Penn Ct,4,h,750000.0,S,Brad,18/06/2016
11281,Fawkner,1 James St,3,h,650000.0,SP,Brad,19/11/2016
11282,Fawkner,3 Jeanine Cr,3,h,622000.0,S,Nelson,19/11/2016
11284,Fawkner,30 Tucker St,4,h,771000.0,S,hockingstuart,19/11/2016
11285,Fawkner,1/11 Brockley Rd,3,h,400000.0,S,Raine,22/05/2016
11286,Fawkner,17 Edward St,3,h,527000.0,S,YPA,22/05/2016
11287,Fawkner,102a Jukes Rd,3,t,538000.0,S,Luxton,22/05/2016
11288,Fawkner,82 Lorne St,3,h,860000.0,S,Nelson,22/05/2016
11289,Fawkner,94 Major Rd,3,h,515000.0,PI,hockingstuart,22/05/2016
11293,Fawkner,10 Patricia Dr,3,h,617000.0,SP,hockingstuart,23/04/2016
11294,Fawkner,162 Anderson Rd,3,h,550000.0,S,Brad,24/09/2016
11295,Fawkner,1/80 Argyle St,4,u,540000.0,S,hockingstuart,24/09/2016
11297,Fawkner,41 Murray St,3,h,643000.0,S,Nelson,24/09/2016
11298,Fawkner,34a Preston St,3,h,631000.0,S,hockingstuart,24/09/2016
11299,Fawkner,89 Marlborough St,3,h,782000.0,S,Brad,25/02/2017
11300,Fawkner,256 McBryde St,3,h,640000.0,SP,YPA,25/02/2017
11301,Fawkner,1/66 Lorne St,3,u,470000.0,SP,Brad,26/07/2016
11302,Fawkner,19 Stanford Cl,4,h,700500.0,S,Stockdale,26/07/2016
11303,Fawkner,12 Brockley Rd,3,h,532000.0,S,Nelson,27/06/2016
11304,Fawkner,6 Brockley Rd,2,h,575000.0,S,Stockdale,27/06/2016
11307,Fawkner,2 Murray St,4,h,562000.0,S,Stockdale,27/06/2016
11308,Fawkner,106 William St,3,h,620000.0,S,Stockdale,27/06/2016
11309,Fawkner,14 Baird St,4,h,655000.0,S,Brad,27/11/2016
11312,Fawkner,12 Selola Ct,3,h,652500.0,PI,hockingstuart,27/11/2016
11313,Fawkner,13 Brockley Rd,4,h,1010000.0,S,Stockdale,28/05/2016
11314,Fawkner,15 Dowding Cl,3,h,480000.0,S,Nelson,28/05/2016
11316,Fawkner,1/26 Tucker St,3,t,492000.0,S,Ray,28/08/2016
11317,Fawkner,38 Tyrrell Cr,4,h,626000.0,S,Ray,28/08/2016
11318,Fawkner,2/11 Dowling St,3,u,422500.0,S,Ray,30/07/2016
11320,Hawthorn East,742 Burwood Rd,2,h,1550000.0,S,Noel,3/12/2016
11323,Hawthorn East,15 Rathmines Rd,3,h,2151000.0,S,Kay,3/12/2016
11325,Hawthorn East,22 Stewart St,2,h,1140000.0,S,Marshall,3/12/2016
11326,Hawthorn East,4/799 Burwood Rd,2,u,420000.0,PI,hockingstuart,4/03/2017
11327,Hawthorn East,2/28 Caroline St,3,t,1220000.0,S,Marshall,4/03/2017
