,Rooms,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Propertycount,Price
5096,2,5.3,3122.0,1.0,1.0,264.0,97.0,1910.0,-37.8285,145.04022,11308.0,1682000.0
1517,2,6.4,3011.0,1.0,1.0,882.0,74.0,1970.0,-37.7899,144.893,7570.0,315000.0
2746,3,8.8,3072.0,2.0,1.0,650.0,119.0,1950.0,-37.7302,144.998,14577.0,875000.0
2734,2,8.8,3072.0,1.0,1.0,372.0,82.0,1940.0,-37.7348,144.9852,14577.0,630000.0
5847,2,5.0,3182.0,1.0,0.0,0.0,67.0,1950.0,-37.87349,144.9798,13240.0,470000.0
1978,4,5.6,3101.0,2.0,2.0,603.0,220.0,1930.0,-37.8095,145.0391,10331.0,2550000.0
1228,3,8.5,3185.0,1.0,2.0,275.0,119.0,1900.0,-37.8859,144.9994,4898.0,965000.0
2451,2,5.5,3070.0,1.0,1.0,174.0,106.0,1995.0,-37.7642,144.9963,11364.0,844000.0
3736,4,12.4,3060.0,2.0,2.0,374.0,136.0,2005.0,-37.7056,144.9671,5070.0,562000.0
5681,3,12.0,3073.0,2.0,2.0,292.0,119.0,1950.0,-37.71331,144.9871,21650.0,510000.0
2012,2,5.6,3101.0,1.0,1.0,745.0,72.0,1968.0,-37.8024,145.0346,10331.0,610000.0
4294,3,6.9,3039.0,2.0,2.0,275.0,106.0,1880.0,-37.767,144.9108,6232.0,1240000.0
3217,3,9.7,3041.0,2.0,2.0,254.0,127.0,2004.0,-37.7302,144.9167,3284.0,622500.0
3830,3,7.8,3012.0,2.0,0.0,272.0,132.0,1915.0,-37.8079,144.8825,1808.0,1340000.0
4087,2,11.8,3105.0,1.0,2.0,135.0,76.0,1970.0,-37.7787,145.0918,4480.0,599900.0
6034,3,31.4,3775.0,2.0,1.0,863.0,180.56,1975.0,-37.65391,145.37389,1160.0,620000.0
799,4,5.9,3055.0,3.0,2.0,499.0,150.0,1925.0,-37.7538,144.944,7082.0,970000.0
2638,3,3.8,3207.0,1.0,1.0,114.0,138.0,1990.0,-37.8371,144.939,8648.0,1350000.0
4003,3,11.1,3025.0,1.0,2.0,606.0,109.0,1970.0,-37.8326,144.8594,5132.0,916000.0
4878,5,12.7,3085.0,3.0,2.0,617.0,315.0,2012.0,-37.71992,145.0988,1369.0,1670000.0
1948,2,4.2,3031.0,2.0,1.0,3448.0,71.0,2010.0,-37.7976,144.9285,5263.0,442000.0
1177,4,13.9,3108.0,2.0,2.0,806.0,170.0,1975.0,-37.7939,145.1392,9028.0,1468000.0
3597,2,7.0,3013.0,1.0,1.0,0.0,65.0,1960.0,-37.8128,144.8953,6543.0,381000.0
53,4,3.3,3206.0,2.0,1.0,153.0,180.0,1880.0,-37.8447,144.9523,3280.0,2300000.0
5751,3,22.2,3172.0,2.0,2.0,251.0,185.0,1998.0,-37.98146,145.11715,3940.0,802000.0
3804,4,9.0,3079.0,2.0,2.0,1004.0,247.0,1935.0,-37.7689,145.0665,1554.0,2200000.0
6176,3,12.4,3107.0,2.0,2.0,779.0,135.0,1970.0,-37.76311,145.10494,5420.0,1245000.0
5199,4,8.4,3126.0,3.0,2.0,967.0,470.0,1996.0,-37.81792,145.06243999999995,3265.0,4750000.0
148,4,6.3,3143.0,1.0,2.0,709.0,251.0,1900.0,-37.8574,145.016,4836.0,3625000.0
6129,3,17.4,3048.0,1.0,1.0,670.0,101.0,1960.0,-37.65168,144.91868,4704.0,510000.0
1165,3,13.9,3108.0,2.0,2.0,0.0,119.0,2007.0,-37.7862,145.1235,9028.0,700000.0
2516,4,14.7,3167.0,2.0,2.0,539.0,226.0,1993.0,-37.9413,145.0957,3692.0,937500.0
1133,3,9.2,3058.0,1.0,2.0,499.0,105.0,1970.0,-37.7236,144.9576,3445.0,720000.0
5208,4,16.7,3168.0,2.0,2.0,735.0,130.0,1970.0,-37.92374,145.13222,5837.0,1040000.0
1394,3,5.8,3078.0,1.0,4.0,553.0,109.0,1930.0,-37.7728,145.0214,2970.0,1350000.0
4718,2,8.7,3162.0,2.0,1.0,0.0,99.0,2010.0,-37.88776,145.03364,2379.0,650000.0
1787,3,4.6,3122.0,2.0,1.0,164.0,126.0,1890.0,-37.8159,145.0219,11308.0,1400000.0
5195,3,14.7,3151.0,2.0,2.0,306.0,138.0,1999.0,-37.85473,145.1521,4048.0,780000.0
6127,4,6.4,3012.0,3.0,2.0,294.0,151.0,2014.0,-37.78133,144.86768,3873.0,821000.0
1117,2,9.2,3058.0,1.0,1.0,0.0,86.0,2008.0,-37.721,144.9527,3445.0,591000.0
4665,2,5.0,3182.0,1.0,1.0,0.0,60.0,1970.0,-37.87174,144.98286000000004,13240.0,525000.0
4179,2,4.4,3031.0,1.0,1.0,472.0,55.0,1960.0,-37.7851,144.922,3593.0,390000.0
238,2,12.2,3147.0,1.0,2.0,695.0,114.0,1950.0,-37.8694,145.0944,2894.0,1075000.0
2521,2,2.6,3052.0,2.0,1.0,190.0,172.0,1875.0,-37.7928,144.9575,2309.0,2200000.0
5986,2,12.0,3073.0,2.0,1.0,0.0,114.0,2010.0,-37.73012,145.02652,21650.0,617500.0
3329,5,11.2,3127.0,2.0,2.0,1025.0,277.0,1915.0,-37.8286,145.1094,5457.0,2100000.0
2472,3,5.5,3070.0,2.0,1.0,338.0,90.0,1920.0,-37.7757,145.0119,11364.0,2160000.0
4081,3,5.9,3055.0,2.0,1.0,169.0,139.0,1900.0,-37.7585,144.9504,7082.0,1100000.0
1111,3,9.2,3058.0,1.0,0.0,404.0,98.0,1950.0,-37.7305,144.9803,3445.0,655000.0
5882,4,39.0,3807.0,2.0,2.0,900.0,244.0,2005.0,-38.05614,145.38464,2332.0,670000.0
756,3,5.9,3055.0,1.0,1.0,0.0,119.0,1920.0,-37.7564,144.9422,7082.0,1190000.0
5987,5,12.0,3073.0,2.0,2.0,499.0,251.0,2015.0,-37.72556,144.99021000000005,21650.0,1282500.0
2353,3,8.4,3015.0,2.0,2.0,348.0,158.0,1900.0,-37.8435,144.8788,5498.0,993000.0
1082,3,7.8,3058.0,1.0,0.0,238.0,131.0,1900.0,-37.7539,144.9612,11204.0,725000.0
2794,1,11.2,3073.0,1.0,2.0,96.0,45.0,2009.0,-37.7175,145.0081,21650.0,350000.0
1169,3,13.9,3108.0,2.0,2.0,299.0,135.0,2001.0,-37.7929,145.1338,9028.0,910000.0
4094,3,11.7,3125.0,2.0,4.0,862.0,179.3,1950.0,-37.8603,145.0979,5678.0,1590000.0
5013,3,2.4,3121.0,2.0,1.0,124.0,123.0,2008.0,-37.8147,145.00852,14949.0,1255000.0
812,3,11.8,3105.0,1.0,1.0,604.0,96.0,1960.0,-37.7711,145.0928,4480.0,1075000.0
2989,3,11.4,3084.0,2.0,1.0,606.0,99.0,1955.0,-37.7347,145.0783,3540.0,515000.0
2792,3,11.2,3073.0,1.0,1.0,750.0,103.0,1970.0,-37.7107,145.0317,21650.0,682000.0
3696,2,1.8,3053.0,1.0,0.0,128.0,92.0,1890.0,-37.7996,144.9737,6786.0,1117000.0
5059,3,5.2,3056.0,1.0,0.0,186.0,101.0,1890.0,-37.76227,144.95649,11918.0,1204000.0
4524,3,14.5,3047.0,1.0,2.0,630.0,105.23,1970.0,-37.6822,144.9108,851.0,485000.0
2416,1,2.3,3051.0,1.0,1.0,0.0,45.0,1975.0,-37.7955,144.9492,6821.0,320000.0
3643,3,9.1,3040.0,1.0,1.0,465.0,115.0,1950.0,-37.7626,144.8954,1543.0,1190000.0
3967,3,9.1,3015.0,1.0,5.0,669.0,124.0,1950.0,-37.8321,144.8736,984.0,985000.0
2091,3,11.2,3145.0,2.0,1.0,337.0,146.0,1993.0,-37.8833,145.0697,8801.0,1210000.0
2567,2,9.9,3044.0,1.0,2.0,135.0,100.0,2012.0,-37.7242,144.9411,7485.0,550500.0
5969,3,6.2,3015.0,2.0,3.0,449.0,154.3,1940.0,-37.84769,144.87667,5498.0,1100000.0
5970,4,10.4,3042.0,2.0,2.0,650.0,163.0,1975.0,-37.73435,144.8768,2291.0,1130000.0
5159,3,3.0,3206.0,1.0,1.0,149.0,109.0,1890.0,-37.84587,144.94828,3280.0,1505000.0
2934,4,2.6,3121.0,2.0,0.0,0.0,171.0,1900.0,-37.8206,145.0099,14949.0,1510000.0
5758,4,28.5,3802.0,2.0,2.0,669.0,165.0,1980.0,-37.96466,145.27006,8443.0,625000.0
1001,2,9.3,3162.0,2.0,2.0,464.0,272.0,2016.0,-37.8901,145.0224,5051.0,1262000.0
5301,2,0.0,3000.0,1.0,1.0,0.0,86.0,1976.0,-37.81267,144.96273,17496.0,720000.0
2255,2,6.9,3039.0,1.0,1.0,228.0,125.0,1910.0,-37.7685,144.9183,6232.0,1015000.0
5129,3,8.4,3072.0,2.0,3.0,468.0,135.5,1940.0,-37.75335,145.01641999999995,14577.0,1242000.0
2210,3,4.1,3206.0,2.0,1.0,151.0,165.0,1880.0,-37.847,144.9594,2019.0,1500000.0
4339,3,9.9,3044.0,1.0,1.0,0.0,129.0,2000.0,-37.7243,144.9473,7485.0,585000.0
4507,4,10.3,3084.0,2.0,2.0,707.0,217.0,1956.0,-37.762,145.0645,1651.0,1750000.0
2685,4,8.8,3072.0,2.0,2.0,604.0,180.0,1920.0,-37.7369,144.9905,14577.0,930000.0
2072,4,7.4,3144.0,3.0,2.0,587.0,392.0,2016.0,-37.8613,145.0393,4675.0,3800000.0
3915,3,8.2,3012.0,1.0,2.0,501.0,147.0,1960.0,-37.7912,144.868,5058.0,860000.0
997,3,9.3,3162.0,2.0,1.0,478.0,120.0,1925.0,-37.8893,145.0161,5051.0,1450000.0
4564,2,5.3,3032.0,1.0,1.0,0.0,51.0,2010.0,-37.7847,144.9383,1052.0,360000.0
4536,3,2.3,3051.0,2.0,1.0,230.0,245.0,1900.0,-37.7987,144.9434,6821.0,2161000.0
2629,1,3.8,3207.0,1.0,1.0,0.0,62.0,2000.0,-37.8436,144.944,8648.0,470000.0
1262,2,7.7,3184.0,1.0,2.0,0.0,86.0,1930.0,-37.874,144.9819,8989.0,825000.0
3835,1,7.8,3012.0,1.0,1.0,0.0,38.0,1960.0,-37.8089,144.8788,1808.0,200000.0
505,4,13.9,3165.0,2.0,2.0,620.0,158.0,1980.0,-37.9281,145.0669,10969.0,1175000.0
4621,4,14.0,3047.0,1.0,1.0,692.0,181.0,1960.0,-37.6876,144.91167,851.0,650000.0
4032,3,13.9,3165.0,2.0,2.0,557.0,119.0,1960.0,-37.9076,145.06799999999996,10969.0,959000.0
5452,5,20.4,3059.0,3.0,2.0,544.0,332.0,2008.0,-37.61079,144.90823,4864.0,800000.0
3150,1,6.1,3182.0,1.0,1.0,2335.0,58.0,2002.0,-37.8571,144.987,13240.0,500000.0
433,2,13.9,3165.0,2.0,1.0,176.0,125.0,2008.0,-37.9237,145.0763,10969.0,825000.0
1453,2,4.4,3031.0,1.0,1.0,0.0,63.0,1970.0,-37.7833,144.9255,3593.0,425000.0
5049,4,13.8,3165.0,3.0,2.0,933.0,107.0,1960.0,-37.91954000000001,145.07637,10969.0,1815000.0
2571,3,9.9,3044.0,1.0,4.0,557.0,111.0,1955.0,-37.7156,144.94299999999996,7485.0,600000.0
5401,3,12.1,3083.0,1.0,1.0,612.0,101.0,1960.0,-37.70602,145.05945,10175.0,730000.0
5984,3,8.4,3072.0,1.0,3.0,397.0,107.0,1925.0,-37.73724,145.00984,14577.0,980000.0
4657,2,15.2,3191.0,1.0,1.0,0.0,67.0,1970.0,-37.95236,145.00737,4497.0,643500.0
4790,4,12.1,3083.0,1.0,2.0,467.0,120.0,1970.0,-37.7126,145.02996000000005,1414.0,800001.0
3512,1,8.0,3016.0,1.0,1.0,0.0,58.0,1968.0,-37.8588,144.8919,6380.0,310000.0
4920,3,8.7,3162.0,2.0,2.0,0.0,135.0,1990.0,-37.90034,145.01283,5051.0,1237000.0
5666,2,15.5,3167.0,1.0,1.0,0.0,62.0,1980.0,-37.91061,145.0862,3692.0,601000.0
1867,3,7.9,3079.0,1.0,2.0,645.0,158.0,1930.0,-37.7634,145.0439,5549.0,1486000.0
2400,3,2.3,3051.0,2.0,1.0,97.0,139.0,2011.0,-37.8014,144.94899999999996,6821.0,1325000.0
999,2,9.3,3162.0,1.0,1.0,831.0,80.0,1970.0,-37.8974,145.0294,5051.0,525500.0
2718,3,8.8,3072.0,2.0,2.0,185.0,115.0,2005.0,-37.7287,144.9869,14577.0,714000.0
2654,3,4.5,3181.0,2.0,1.0,128.0,134.0,2000.0,-37.8526,145.0071,7717.0,1245000.0
983,3,8.1,3161.0,2.0,3.0,361.0,237.0,2014.0,-37.8694,145.0296,6923.0,2005000.0
1066,4,7.8,3058.0,2.0,4.0,482.0,256.0,2006.0,-37.7529,144.9534,11204.0,1742000.0
2378,3,11.2,3042.0,2.0,1.0,229.0,180.0,2012.0,-37.7462,144.8873,2291.0,820000.0
4906,2,16.1,3088.0,1.0,1.0,598.0,110.0,1985.0,-37.70681,145.11731,1390.0,710500.0
4764,5,20.4,3059.0,4.0,5.0,602.0,264.0,2001.0,-37.65039,144.89948,4864.0,830000.0
2520,2,2.6,3052.0,1.0,1.0,187.0,102.0,1890.0,-37.7939,144.9572,2309.0,1805000.0
6051,2,10.5,3186.0,1.0,1.0,100.0,110.0,1960.0,-37.89569,144.99881000000005,10579.0,845000.0
589,2,11.2,3186.0,1.0,0.0,352.0,111.0,1920.0,-37.9154,145.001,10579.0,1570000.0
94,2,13.8,3018.0,1.0,2.0,115.0,57.0,1980.0,-37.871,144.8185,5301.0,425000.0
384,5,9.2,3104.0,3.0,2.0,737.0,193.0,1950.0,-37.7975,145.0961,7809.0,1660000.0
4306,4,8.4,3015.0,2.0,4.0,540.0,113.0,1970.0,-37.8339,144.8716,5498.0,956000.0
2161,2,8.7,3032.0,1.0,1.0,85.0,84.0,1980.0,-37.7732,144.8927,4918.0,408000.0
342,5,9.2,3104.0,4.0,2.0,886.0,520.0,2013.0,-37.804,145.0951,7809.0,3250000.0
986,3,8.1,3161.0,1.0,0.0,270.0,139.0,1910.0,-37.868,145.0269,6923.0,1400000.0
3766,3,7.5,3123.0,2.0,1.0,213.0,162.0,1890.0,-37.8302,145.0542,6482.0,1320000.0
309,2,9.7,3103.0,1.0,1.0,115.0,104.0,1960.0,-37.8122,145.0879,5682.0,625000.0
5092,2,13.8,3188.0,1.0,1.0,348.0,100.0,1992.0,-37.93557,145.00463,5454.0,1285000.0
4725,2,17.9,3192.0,1.0,2.0,0.0,81.0,1970.0,-37.96021,145.05938,9758.0,850000.0
1732,1,4.6,3122.0,1.0,1.0,0.0,53.0,1950.0,-37.8303,145.0341,11308.0,348000.0
705,3,5.2,3056.0,1.0,1.0,216.0,100.0,1910.0,-37.7746,144.9697,11918.0,1261000.0
5348,3,8.9,3084.0,2.0,2.0,468.0,212.0,1985.0,-37.74088,145.06285,3540.0,1100000.0
2698,3,8.8,3072.0,1.0,2.0,452.0,129.0,1890.0,-37.7307,145.0094,14577.0,1650000.0
4293,2,6.9,3039.0,2.0,1.0,0.0,82.0,2004.0,-37.7679,144.9245,6232.0,542000.0
2534,3,9.9,3044.0,1.0,2.0,568.0,111.0,1960.0,-37.7178,144.9422,7485.0,731000.0
1155,2,1.6,3066.0,2.0,1.0,1060.0,88.0,2010.0,-37.7954,144.9868,4553.0,713500.0
1694,4,13.7,3188.0,1.0,1.0,723.0,90.0,1955.0,-37.9437,145.0175,5454.0,1680000.0
1340,2,8.0,3040.0,1.0,1.0,649.0,108.0,1950.0,-37.7445,144.9133,9264.0,890000.0
1793,3,10.5,3081.0,1.0,0.0,592.0,130.0,1950.0,-37.7477,145.0481,2947.0,785000.0
4508,3,8.5,3185.0,2.0,2.0,114.0,145.0,1995.0,-37.8857,145.0011,4898.0,850000.0
5290,5,14.0,3021.0,2.0,3.0,545.0,171.0,1972.0,-37.7323,144.77861,2878.0,520000.0
954,2,11.4,3163.0,1.0,1.0,103.0,82.0,1970.0,-37.8873,145.0559,7822.0,656000.0
2486,2,11.5,3046.0,1.0,1.0,189.0,85.0,1995.0,-37.7151,144.9191,2651.0,476000.0
457,3,13.9,3165.0,2.0,2.0,295.0,145.0,1998.0,-37.9239,145.0781,10969.0,845000.0
3986,4,14.5,3042.0,3.0,1.0,308.0,174.0,1970.0,-37.7231,144.8602,1119.0,746000.0
6175,3,18.0,3037.0,2.0,2.0,662.0,232.0,2004.0,-37.70525,144.75699,3640.0,585000.0
4439,2,6.5,3071.0,1.0,1.0,0.0,87.0,1995.0,-37.7554,144.982,8870.0,716000.0
4282,2,2.8,3000.0,1.0,1.0,0.0,66.0,2005.0,-37.8106,144.9646,17496.0,640000.0
3355,5,13.8,3107.0,3.0,2.0,700.0,220.0,1973.0,-37.7658,145.124,5420.0,950000.0
2623,3,3.8,3207.0,2.0,1.0,210.0,211.0,1999.0,-37.8382,144.9272,8648.0,1570000.0
1036,3,3.4,3068.0,1.0,0.0,118.0,118.0,1880.0,-37.7921,144.9858,2954.0,1360000.0
3540,2,8.9,3016.0,1.0,1.0,0.0,61.0,1970.0,-37.8571,144.8841,802.0,367500.0
6157,2,7.2,3185.0,1.0,1.0,1453.0,63.0,1970.0,-37.87827,144.99752,821.0,558500.0
5268,2,6.2,3123.0,1.0,1.0,1324.0,72.0,1970.0,-37.83012,145.04751000000005,6482.0,500000.0
4687,5,23.2,3153.0,2.0,2.0,992.0,198.0,1970.0,-37.84613,145.25606000000005,5030.0,930000.0
2278,1,6.9,3039.0,1.0,1.0,0.0,45.0,1970.0,-37.758,144.9237,6232.0,292000.0
4059,1,5.2,3056.0,1.0,1.0,0.0,58.0,2010.0,-37.7767,144.9676,11918.0,528000.0
3576,3,7.0,3013.0,1.0,2.0,323.0,139.0,1960.0,-37.8108,144.8899,6543.0,770000.0
936,3,11.4,3163.0,2.0,1.0,300.0,130.0,1990.0,-37.8974,145.0539,7822.0,1008000.0
83,4,6.4,3078.0,2.0,3.0,589.0,210.0,1920.0,-37.7719,145.0309,2211.0,1950000.0
2977,3,11.4,3084.0,1.0,1.0,213.0,112.0,2000.0,-37.7386,145.0733,3540.0,560000.0
2203,3,4.1,3206.0,1.0,2.0,277.0,132.0,1900.0,-37.8516,144.9624,2019.0,2350000.0
987,2,8.1,3161.0,1.0,1.0,1092.0,63.0,2014.0,-37.8647,145.0232,6923.0,450000.0
25,3,13.5,3042.0,2.0,1.0,0.0,145.0,1965.0,-37.7203,144.8755,3464.0,730000.0
632,5,10.7,3187.0,2.0,5.0,775.0,270.0,1920.0,-37.932,145.0284,6938.0,1200000.0
4170,2,3.5,3068.0,1.0,0.0,160.0,119.0,1880.0,-37.7933,144.9824,6244.0,846000.0
5065,4,27.0,3196.0,2.0,2.0,536.0,202.0,1985.0,-38.03526,145.13286000000005,2076.0,732000.0
2490,4,11.5,3046.0,1.0,1.0,553.0,137.0,1960.0,-37.7161,144.9165,2651.0,690000.0
2408,2,2.3,3051.0,2.0,0.0,109.0,100.0,1900.0,-37.795,144.942,6821.0,1010000.0
1598,3,13.0,3046.0,1.0,4.0,700.0,105.0,1950.0,-37.6988,144.9438,8870.0,822000.0
2327,3,8.4,3015.0,1.0,1.0,557.0,111.0,1950.0,-37.834,144.8668,5498.0,880000.0
4641,3,14.2,3149.0,1.0,2.0,807.0,167.0,1970.0,-37.86618,145.14757,13366.0,1385000.0
472,5,13.9,3165.0,2.0,2.0,659.0,315.0,1930.0,-37.906,145.0547,10969.0,1600000.0
1030,2,3.4,3068.0,1.0,1.0,515.0,50.0,1970.0,-37.7875,145.0049,2954.0,495000.0
5104,3,17.4,3048.0,1.0,1.0,565.0,98.0,1975.0,-37.65702,144.92447,4704.0,467000.0
205,3,5.9,3032.0,2.0,2.0,200.0,144.0,2003.0,-37.7766,144.9277,6567.0,1000000.0
2667,2,4.5,3181.0,1.0,1.0,0.0,71.0,2000.0,-37.8506,144.9919,7717.0,560000.0
5358,4,31.7,3429.0,2.0,2.0,808.0,155.0,1970.0,-37.58089,144.72183,14092.0,535000.0
2652,3,4.5,3181.0,1.0,1.0,0.0,114.0,1900.0,-37.8516,144.9943,7717.0,710000.0
1063,3,7.8,3058.0,2.0,1.0,107.0,110.0,1994.0,-37.7517,144.963,11204.0,763000.0
5617,1,7.3,3146.0,1.0,0.0,0.0,49.0,1960.0,-37.85852,145.04547,10412.0,320000.0
4029,3,13.9,3165.0,1.0,1.0,294.0,105.0,1950.0,-37.919,145.0803,10969.0,810000.0
1306,3,8.0,3040.0,1.0,3.0,688.0,105.0,1930.0,-37.7578,144.9317,9264.0,1295000.0
3650,3,9.5,3081.0,1.0,2.0,626.0,93.0,1955.0,-37.752,145.0367,790.0,773000.0
2582,3,9.9,3044.0,1.0,1.0,522.0,132.0,1950.0,-37.7187,144.9514,7485.0,612500.0
1049,3,7.8,3058.0,1.0,1.0,372.0,125.0,1920.0,-37.735,144.9581,11204.0,947000.0
1933,3,4.2,3031.0,1.0,1.0,199.0,121.0,1910.0,-37.7957,144.93200000000004,5263.0,1470000.0
3917,2,8.2,3012.0,1.0,1.0,0.0,90.0,1980.0,-37.7956,144.8762,5058.0,450000.0
1839,2,13.0,3166.0,1.0,1.0,101.0,90.0,1970.0,-37.8988,145.0781,3145.0,623000.0
5257,3,11.2,3046.0,1.0,1.0,584.0,153.0,1960.0,-37.71016,144.9215,8870.0,922000.0
4912,4,5.2,3056.0,1.0,1.0,318.0,100.0,1908.0,-37.76792,144.97141000000005,11918.0,1500000.0
4670,3,10.2,3127.0,1.0,9.0,841.0,124.0,1960.0,-37.83729,145.10929,5457.0,2100000.0
5052,3,13.4,3130.0,1.0,1.0,335.0,110.0,1960.0,-37.82876,145.13808999999995,5713.0,880000.0
2444,5,5.5,3070.0,3.0,3.0,490.0,331.0,1920.0,-37.7726,145.0048,11364.0,2700000.0
3781,3,7.5,3123.0,2.0,1.0,255.0,115.0,1890.0,-37.8266,145.0493,6482.0,1625000.0
5797,3,6.4,3012.0,2.0,2.0,189.0,131.0,2000.0,-37.78606,144.87205,3873.0,702000.0
4177,2,4.4,3031.0,1.0,1.0,0.0,72.9,1970.0,-37.7829,144.9247,3593.0,500000.0
3530,2,8.0,3016.0,1.0,1.0,0.0,60.0,1980.0,-37.8612,144.8971,6380.0,547500.0
5778,2,16.1,3088.0,1.0,1.0,240.0,79.0,1965.0,-37.71254,145.09705,8524.0,585000.0
2897,1,2.6,3121.0,1.0,1.0,0.0,1.0,1970.0,-37.8214,144.9896,14949.0,342000.0
1427,2,3.5,3068.0,2.0,1.0,134.0,151.0,1905.0,-37.7916,144.9784,6244.0,770000.0
5713,4,6.3,3013.0,3.0,2.0,234.0,176.0,2012.0,-37.81961,144.88132,6543.0,1142000.0
741,4,5.2,3056.0,1.0,0.0,363.0,127.0,1920.0,-37.7621,144.9506,11918.0,1217000.0
2843,1,11.2,3073.0,1.0,1.0,94.0,50.0,2014.0,-37.7186,145.011,21650.0,395000.0
1509,2,6.4,3011.0,1.0,1.0,313.0,93.0,1915.0,-37.7966,144.9016,7570.0,858000.0
5597,3,18.0,3037.0,2.0,2.0,358.0,106.0,1990.0,-37.7145,144.77132,2898.0,475000.0
5610,3,3.6,3068.0,1.0,1.0,139.0,116.0,1900.0,-37.79068,144.97824,6244.0,1705000.0
2461,3,5.5,3070.0,1.0,0.0,304.0,131.0,1910.0,-37.7642,145.001,11364.0,1474000.0
5138,4,23.5,3178.0,2.0,0.0,725.0,196.0,1985.0,-37.9088,145.26318999999995,11667.0,860000.0
4091,6,11.7,3125.0,2.0,2.0,665.0,209.0,1950.0,-37.8493,145.1283,5678.0,1591000.0
4452,4,8.2,3012.0,2.0,2.0,523.0,244.0,1915.0,-37.798,144.8728,5058.0,1435000.0
440,3,13.9,3165.0,2.0,2.0,292.0,141.0,2012.0,-37.9168,145.069,10969.0,830000.0
4245,3,12.8,3033.0,2.0,4.0,573.0,176.0,1980.0,-37.7473,144.8555,5629.0,843000.0
590,3,11.2,3186.0,2.0,1.0,404.0,118.0,1953.0,-37.9228,144.9996,10579.0,1785000.0
3368,4,13.8,3107.0,2.0,4.0,654.0,199.0,1970.0,-37.7639,145.1145,5420.0,1100000.0
3473,3,14.9,3087.0,1.0,1.0,605.0,129.0,1970.0,-37.7166,145.0837,2329.0,600000.0
3953,2,7.4,3185.0,1.0,1.0,0.0,74.0,1971.0,-37.8788,144.9974,821.0,520000.0
4640,3,14.2,3149.0,2.0,2.0,402.0,143.0,1960.0,-37.87389,145.12783000000005,13366.0,1205000.0
5006,3,8.5,3044.0,2.0,4.0,689.0,165.5,1950.0,-37.73072,144.94829,7485.0,1199000.0
4974,2,3.4,3031.0,1.0,0.0,147.0,95.0,1890.0,-37.79067,144.92844,5263.0,1150000.0
816,4,11.8,3105.0,2.0,2.0,744.0,300.0,1985.0,-37.7791,145.086,4480.0,1300000.0
564,3,11.2,3186.0,1.0,2.0,366.0,156.0,1920.0,-37.9038,145.0001,10579.0,1635000.0
213,3,11.0,3147.0,2.0,2.0,731.0,149.0,1935.0,-37.8666,145.0676,3052.0,1555000.0
644,5,10.7,3187.0,2.0,0.0,645.0,238.0,1970.0,-37.9175,145.0116,6938.0,1915000.0
4141,5,7.8,3058.0,3.0,2.0,635.0,108.0,1920.0,-37.7516,144.9593,11204.0,1790000.0
5749,3,23.0,3136.0,1.0,1.0,396.0,120.0,1950.0,-37.79486,145.28673999999995,11925.0,662000.0
1383,3,5.8,3078.0,2.0,0.0,327.0,144.0,1910.0,-37.7723,145.0179,2970.0,1250000.0
3572,3,7.0,3013.0,2.0,1.0,448.0,147.0,1940.0,-37.8228,144.8799,6543.0,1000000.0
5618,4,7.3,3146.0,3.0,2.0,409.0,255.0,2016.0,-37.852,145.07321000000005,10412.0,2165000.0
5655,3,4.3,3032.0,2.0,2.0,366.0,183.84,2012.0,-37.7816,144.88998999999995,4918.0,940000.0
78,4,6.4,3078.0,2.0,2.0,575.0,271.0,2008.0,-37.7723,145.0319,2211.0,2100000.0
4699,3,10.5,3186.0,1.0,3.0,284.0,120.0,1970.0,-37.91155,145.00656999999995,10579.0,1175000.0
1304,2,8.0,3040.0,1.0,1.0,263.0,113.0,1980.0,-37.7418,144.8977,9264.0,660000.0
4776,3,21.3,3135.0,2.0,2.0,173.0,140.0,2009.0,-37.8327,145.2348,3794.0,701000.0
2680,3,4.5,3181.0,2.0,2.0,238.0,153.0,1890.0,-37.8476,144.9892,7717.0,2180000.0
235,4,11.0,3147.0,2.0,2.0,844.0,278.0,1940.0,-37.8715,145.0688,3052.0,1950000.0
5598,3,21.8,3089.0,2.0,3.0,790.0,135.0,1980.0,-37.66529,145.15363,4258.0,815000.0
5353,4,2.7,3141.0,2.0,2.0,564.0,254.0,1920.0,-37.84405,145.0016,14887.0,2920000.0
347,4,9.2,3104.0,3.0,2.0,1274.0,275.0,1970.0,-37.7822,145.0907,7809.0,2130000.0
6097,3,24.8,3156.0,2.0,1.0,720.0,162.0,1960.0,-37.87768,145.25918,10788.0,861000.0
1168,4,13.9,3108.0,2.0,2.0,317.0,194.0,1995.0,-37.7815,145.1279,9028.0,1050000.0
827,3,11.7,3125.0,1.0,2.0,318.0,103.0,1960.0,-37.8544,145.1114,5678.0,790000.0
2922,2,2.6,3121.0,1.0,0.0,139.0,54.0,1920.0,-37.8118,144.9937,14949.0,905000.0
1311,2,8.0,3040.0,1.0,1.0,168.0,77.0,2008.0,-37.758,144.9311,9264.0,702500.0
5424,3,14.8,3023.0,1.0,2.0,697.0,135.0,1955.0,-37.77396,144.77229,6388.0,650000.0
5168,3,9.7,3104.0,2.0,2.0,975.0,147.0,1985.0,-37.79673,145.06853,7809.0,1300000.0
4095,4,11.7,3125.0,2.0,1.0,863.0,165.0,1940.0,-37.8539,145.1127,5678.0,1601000.0
